Date,Time,Subsystem,Error Code,Error Text,Recovery Class,Major Function,Minor Function,Recommended Action,Root Cause,Times,Debug Text,Source File,
2019/08/28,08:54:38:889,RTA,600105, CLEAR,IH, XRBeamForm, control, Frt_Component(s)_ARCNET_Communication,0,0, (null),XRBeamFormFront,212,
2019/08/28,08:54:38:879,RTA,1000025, CLEAR,IH, XRImChainPos, control, Frt_Component(s)_ARCNET_Communication,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:54:25:987,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,2,[XRImChainPos::logTifError] code=1 debugText=(GebDriver local error code = 4 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/28,08:54:23:487,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,1,[XRImChainPos::logTifError] code=1 debugText=(GebDriver local error code = 4 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/28,08:54:20:987,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,0,[XRImChainPos::logTifError] code=1 debugText=(GebDriver local error code = 4 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/28,08:54:18:397,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,0,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/28,08:54:17:390,RTA,1000025,"Front: ALARM (!! , 2.1) - ARCNET Communication Failure",IH, XRImChainPos, control, Frt_Component(s)_ARCNET_Communication,0,0, [XRImChainPos::logTifError] code=23 debugText=(Arcnet Failure),XRPAtlasLogger.cpp,114,
2019/08/28,08:54:17:387,RTA,600105, Front: ARCNET Communication  Failure,IH, XRBeamForm, control, Frt_Component(s)_ARCNET_Communication,0,0, [XRBeamForm::deviceConnectStatus] Positioner link disconnected,XRPAtlasLogger.cpp,114,
2019/08/28,08:53:51:858,POS,1050709,"ALARM (!! , 2.3) - Table height position is out of range",WR, GantryAxis, Speed Degraded, Frt_TBL_HEIGHT_AXIS,0,0, - Table:Height potentiometer failure,TBL HEIGHT out of range,table_geometry_task.c,2015,
2019/08/28,08:53:51:848,POS,1050710,"ALARM (!! , 2.3) - Table lateral position is out of range",WR, GantryAxis, Speed Degraded, Frt_TBL_LATERAL_AXIS,0,0, - Table:lateral axis encoder, potentiometer failure,TBL LAT out of range,table_geometry_task.c,1964,
2019/08/28,08:48:19:515,POS,1050170, CLEAR,DO, GantryAxis, Motion stopped, Frt_COLLIM_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:48:09:503,POS,1050170, Front: FRT COLLIM BUMP,DO, GantryAxis, Motion stopped, Frt_COLLIM_BUMP,0,0,  - FRONTAL TUBE COLLISION (T:0x4A13 H:0x0010 U:0x0000).,saf_safetytask.c,2149,
2019/08/28,08:20:42:154,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1199) is out of [890,1193] range,XRPAtlasLogger.cpp,114,
2019/08/28,08:20:41:954,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1205) is out of [890,1193] range,XRPAtlasLogger.cpp,114,
2019/08/28,08:20:41:755,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1209) is out of [890,1193] range,XRPAtlasLogger.cpp,114,
2019/08/28,08:20:41:554,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1212) is out of [890,1193] range,XRPAtlasLogger.cpp,114,
2019/08/28,08:20:41:354,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1214) is out of [890,1193] range,XRPAtlasLogger.cpp,114,
2019/08/28,08:20:30:032,POS,1050613, CLEAR,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:20:30:016,POS,1050613, PIB 180V MONITORING,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0,  - MPDU: 180V outside limits,poslayer.c,1137,
2019/08/28,08:20:29:905,POS,1050001, CLEAR,DO, GantryAxis, No Motion, Frt_BUDDY_Carc_AXIS_ENABLE,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:20:29:903,POS,1050016, CLEAR,WR, GantryAxis, No Motion, Frt_Carc_AXIS_POWER,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:20:29:752,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1215) is out of [890,1193] range,XRPAtlasLogger.cpp,114,
2019/08/28,08:20:29:602,POS,1050263, CLEAR,WR, GantryAxis, No Motion, Frt_Lift_Limit_Switch,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:20:29:505,POS,1050001, Front: FRT BUDDY Carc AXIS ENABLE,DO, GantryAxis, No Motion, Frt_BUDDY_Carc_AXIS_ENABLE,0,0,   - disableFromBuddyN,motion_control_task.c,5067,
2019/08/28,08:20:29:455,POS,1050016, Front: FRT Carc AXIS POWER,WR, GantryAxis, No Motion, Frt_Carc_AXIS_POWER,0,1,  - vinputNotDetected,motion_control_task.c,4765,
2019/08/28,08:17:39:073,POS,1050016, CLEAR,WR, GantryAxis, No Motion, Frt_Carc_AXIS_POWER,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:17:36:862,POS,1050001, CLEAR,DO, GantryAxis, No Motion, Frt_BUDDY_Carc_AXIS_ENABLE,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:17:29:051,POS,1050016, Front: FRT Carc AXIS POWER,WR, GantryAxis, No Motion, Frt_Carc_AXIS_POWER,0,0,  - vinputNotDetected,motion_control_task.c,4765,
2019/08/28,08:17:26:945,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1218) is out of [890,1193] range,XRPAtlasLogger.cpp,114,
2019/08/28,08:17:26:850,POS,1050001, Front: FRT BUDDY Carc AXIS ENABLE,DO, GantryAxis, No Motion, Frt_BUDDY_Carc_AXIS_ENABLE,0,0,   - disableFromBuddyN,motion_control_task.c,5067,
2019/08/28,08:17:26:801,POS,1050263, Front: FRT LIFT AXIS SWITCH ENGAGED,WR, GantryAxis, No Motion, Frt_Lift_Limit_Switch,0,0,  - mcbLimitSwitch,motion_control_task.c,4749,
2019/08/28,08:17:26:750,POS,1050263, Front: FRT LIFT AXIS SWITCH ENGAGED,WR, GantryAxis, No Motion, Frt_Lift_Limit_Switch,0,0,  - Extra course switch engaged or 24V failure (4AB6),saf_motionerrors.c,952,
2019/08/28,08:17:26:747,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1219) is out of [890,1193] range,XRPAtlasLogger.cpp,114,
2019/08/28,08:17:26:544,RTA,2000105, Invalid parameter received,DO, XROpDesc, control, Software_Problem,0,0,[DoseManagementProperty::uponSidSsdSodDistancesChanged] received sid (1201) is out of [890,1193] range,XRPAtlasLogger.cpp,114,
2019/08/28,08:16:51:211,POS,1050748, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:16:41:199,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, - Repeatability issue on Plane Index=0x3,axis Id=2 name=FRT_ARC,Motion=3 mm or 1/10deg,motionMonitoring.c,550,
2019/08/28,08:16:13:687,POS,1050262, CLEAR,WR, GantryAxis, No Motion, Frt_CARC_Limit_Switch,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:16:13:679,POS,1050613, CLEAR,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:16:13:663,POS,1050613, PIB 180V MONITORING,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0,  - MPDU: 180V outside limits,poslayer.c,1137,
2019/08/28,08:13:45:466,POS,1050055, CLEAR,WR, GantryAxis, No Motion, Frt_Lift_AXIS_POWER,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:13:44:656,POS,1050003, CLEAR,DO, GantryAxis, No Motion, Frt_BUDDY_Lift_AXIS_ENABLE,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:13:35:444,POS,1050055, Front: FRT Lift AXIS POWER,WR, GantryAxis, No Motion, Frt_Lift_AXIS_POWER,0,0,  - vinputNotDetected,motion_control_task.c,4765,
2019/08/28,08:13:34:493,POS,1050003, Front: FRT BUDDY Lift AXIS ENABLE,DO, GantryAxis, No Motion, Frt_BUDDY_Lift_AXIS_ENABLE,0,0,   - disableFromBuddyN,motion_control_task.c,5067,
2019/08/28,08:13:34:444,POS,1050262, Front: FRT CARC AXIS SWITCH ENGAGED,WR, GantryAxis, No Motion, Frt_CARC_Limit_Switch,0,0,  - mcbLimitSwitch,motion_control_task.c,4749,
2019/08/28,08:13:34:394,POS,1050262, Front: FRT CARC AXIS SWITCH ENGAGED,WR, GantryAxis, No Motion, Frt_CARC_Limit_Switch,0,0,  - Extra course switch engaged or 24V failure (4AB6),saf_motionerrors.c,952,
2019/08/28,08:05:09:954,RTA,410011, CLEAR,WR, XRAppDir, control, FLUORO_UPS,0,0, (null),XRAppDir,212,
2019/08/28,08:04:49:370,RTA,410011,"ALARM (!! , 2.15) - Load on Inverter (OFF)",WR, XRAppDir, control, FLUORO_UPS,0,0, Battery loading,XRPAtlasLogger.cpp,114,
2019/08/28,08:04:39:161,POS,1050173, CLEAR,DO, GantryCPU, 0, Frt_INVALID_CMD,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:04:39:151,POS,1050173, ARCNET INVALID CMD,DO, GantryCPU, 0, Frt_INVALID_CMD,0,0, - RECEIVED COMMAND FAILURE (T:0x0x4A00 H:9a U:0), Frontal Unknown Command.,Frontal_atlas_cmd_interpreter.c,1396,
2019/08/28,08:04:39:142,POS,1050748, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:04:39:131,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:04:39:121,POS,1050148, CLEAR,DO, PosUserInterface, 0, Frt_ERR_MISCELLANEOUS,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:04:39:111,POS,1050613, CLEAR,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:04:39:102,POS,1050613, PIB 180V MONITORING,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0,  - MPDU: 180V outside limits,poslayer.c,1137,
2019/08/28,08:04:39:092,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, - Repeatability issue on Plane Index=0xfc0,axis Id=9 name=TBL_LONG,Motion=254 mm or 1/10deg,motionMonitoring.c,550,
2019/08/28,08:04:39:081,POS,1050167, CLEAR,DO, GantryAxis, Motion stopped, Frt_2ND_LEVEL_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/28,08:04:39:071,POS,1050167, Front: FRT 2ND LEVEL BUMP,DO, GantryAxis, Motion stopped, Frt_2ND_LEVEL_BUMP,0,0,  - FRONTAL COLLISION SENSOR ACTIVATED. CLEAR AND TRY AGAIN (4AE6).,saf_safetytask.c,2069,
2019/08/28,08:04:39:062,POS,1050697, EMERGENCY BACKOUT POWER FAILURE,DO, Positioner Power, 0, Frt_Backout_power_or_cables,0,0,  - Emergency Backout Power Failure,poslayer.c,1073,
2019/08/28,08:04:39:051,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,0,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/08/28,08:04:39:041,POS,1050148, ERR MISCELLANEOUS,DO, PosUserInterface, 0, Frt_ERR_MISCELLANEOUS,0,0,   - ~The RACK is reset by task : SCHEDULER~~,lcmcchip.c,258,
2019/08/28,08:04:39:035,POS,1050148, ERR MISCELLANEOUS,DO, PosUserInterface, 0, Frt_ERR_MISCELLANEOUS,0,0,  - POS : CPU reset.,error_task.c,4011,
2019/08/28,08:04:39:035,POS,1050297, POS EVENT LOG,DO, 0, 0, Frt_Component(s)_Positioner_Event_logging,0,0, - Positioner CPU Boot Up (TT:2, ed3:0, tfd:1278 det:0.0.0),error_task.c,3997,
2019/08/27,13:53:52:993,RTA,3400037, User has requested shutdown or power failure has occured,IH, XRSysMgr, control, Operator_power_off,0,0, User has requested Shutdown.,XRPAtlasLogger.cpp,114,
2019/08/27,13:53:52:909,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0,  - Repeatability is incremented : Reset on Frontal Plane,degraded_mode_task.c,2246,
2019/08/27,13:53:52:898,POS,1050297, POS EVENT LOG,DO, 0, 0, Frt_Component(s)_Positioner_Event_logging,0,0,  - Frontal/Lateral (ALL_RESET_LINE) rack has been resetted for a request from the table task,motion_control_task.c,6170,
2019/08/27,13:53:52:894,RTA,1000014, Front: SID lost,WR, XRImChainPos, control, Frt_Lift_AXIS_POT_ENCODER_FAILURE,0,0, SID out of range,XRPAtlasLogger.cpp,114,
2019/08/27,13:53:52:888,POS,1050278, CPU STEPPER BOARD SERIAL COM,DO, GantryAxis, Reset From Back Plane, Frt_Component(s)_Positioner_CPU_Table_Serial_communication,0,0,  - Stepping board Communication failure in runtime (Error TITAN 4AC1),table_geometry_task.c,1447,
2019/08/27,13:53:52:881,POS,1050156, Front: FRT CS BRD,WR, GantryAxis, Motion Warning, Frt_CS_BRD,0,0,  - Capacitive sensors board failure : 0x6 (4ACD),cap_sensors_task.c,1757,
2019/08/27,13:53:52:838,POS,1050171, VXWORKS ERR,DO, GantryCPU, 0, Frt_VXWORKS_ERR,0,0, - Reset Debug Step2: First char not received.Board #9, error counter 2 slot 0,lcsend.c,585,
2019/08/27,13:53:52:808,POS,1050171, VXWORKS ERR,DO, GantryCPU, 0, Frt_VXWORKS_ERR,0,0, - Reset Debug Step2: First char not received.Board #9, error counter 2 slot 3,lcsend.c,585,
2019/08/27,13:53:52:798,POS,1050273, PIB 48V MONITORING,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0,  - MPDU: 48V outside limits,poslayer.c,1111,
2019/08/27,13:53:52:788,POS,1050171, VXWORKS ERR,DO, GantryCPU, 0, Frt_VXWORKS_ERR,0,0, - Reset Debug Step2: First char not received.Board #9, error counter 1 slot 0,lcsend.c,585,
2019/08/27,13:53:52:748,POS,1050171, VXWORKS ERR,DO, GantryCPU, 0, Frt_VXWORKS_ERR,0,0, - Reset Debug Step2: First char not received.Board #9, error counter 1 slot 3,lcsend.c,585,
2019/08/27,13:53:52:738,POS,1050171, VXWORKS ERR,DO, GantryCPU, 0, Frt_VXWORKS_ERR,0,0, - Reset Debug Step2: First char not received.Board #9, error counter 0 slot 0,lcsend.c,585,
2019/08/27,13:53:52:648,RTA,2400113, CAN communication error,WR, XRPeriDevCtrl, physio signal, TSG0084-Physio_Module,0,0,[EcgManager::timerExpired] Physio Bd or Hubican Bd or CAN failure or Ph Bd not present or CAN cables (Physio to Hubican Module and Hubican Module to VCIM) cut, short: no sample received within last 100ms,XRPAtlasLogger.cpp,114,
2019/08/27,13:53:52:568,POS,1050081, PIB 24V KERNEL POWER,WR, PositionerPower, 0, Frt_PIB_24V_KERNEL_POWER,0,0,  - PIB: 24V kernel Failed,pib_task.c,3182,
2019/08/27,13:52:00:541,POS,1050185, CLEAR,DO, operator, Motion stopped, Frt_TBL_ELEC_SWITCH_ENGAGED,0,0, (null),XRImChainPosFront,212,
2019/08/27,13:51:50:548,POS,1050185, TBL ELEC SWITCH ENGAGED,DO, operator, Motion stopped, Frt_TBL_ELEC_SWITCH_ENGAGED,0,2,  - Table: Longitudinal extra course switch engaged (T:0x4ABE H:0x0000 U:0).,saf_motionerrors.c,940,
2019/08/27,13:50:36:590,POS,1050185, CLEAR,DO, operator, Motion stopped, Frt_TBL_ELEC_SWITCH_ENGAGED,0,0, (null),XRImChainPosFront,212,
2019/08/27,13:50:26:588,POS,1050185, TBL ELEC SWITCH ENGAGED,DO, operator, Motion stopped, Frt_TBL_ELEC_SWITCH_ENGAGED,0,1,  - Table: Longitudinal extra course switch engaged (T:0x4ABE H:0x0000 U:0).,saf_motionerrors.c,940,
2019/08/27,13:49:07:589,POS,1050185, CLEAR,DO, operator, Motion stopped, Frt_TBL_ELEC_SWITCH_ENGAGED,0,0, (null),XRImChainPosFront,212,
2019/08/27,13:48:57:587,POS,1050185, TBL ELEC SWITCH ENGAGED,DO, operator, Motion stopped, Frt_TBL_ELEC_SWITCH_ENGAGED,0,0,  - Table: Longitudinal extra course switch engaged (T:0x4ABE H:0x0000 U:0).,saf_motionerrors.c,940,
2019/08/27,12:36:00:834,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/27,12:35:38:049,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,4,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/08/27,12:35:32:957,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/27,12:34:59:489,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,3,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/08/27,12:34:45:326,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/27,12:34:28:701,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,2,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/08/27,12:34:27:021,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/27,12:34:17:008,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,1,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/08/27,12:33:46:061,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/27,12:33:35:938,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,0,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/08/27,12:25:45:867,RTA,410011, CLEAR,WR, XRAppDir, control, FLUORO_UPS,0,0, (null),XRAppDir,212,
2019/08/27,12:25:26:244,RTA,410011,"ALARM (!! , 2.15) - Load on Inverter (OFF)",WR, XRAppDir, control, FLUORO_UPS,0,0, Battery loading,XRPAtlasLogger.cpp,114,
2019/08/27,12:25:16:130,POS,1050173, CLEAR,DO, GantryCPU, 0, Frt_INVALID_CMD,0,0, (null),XRImChainPosFront,212,
2019/08/27,12:25:16:127,POS,1050173, ARCNET INVALID CMD,DO, GantryCPU, 0, Frt_INVALID_CMD,0,0, - RECEIVED COMMAND FAILURE (T:0x0x4A00 H:9a U:0), Frontal Unknown Command.,Frontal_atlas_cmd_interpreter.c,1396,
2019/08/27,12:25:16:127,POS,1050748, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, (null),XRImChainPosFront,212,
2019/08/27,12:25:16:126,POS,1050148, CLEAR,DO, PosUserInterface, 0, Frt_ERR_MISCELLANEOUS,0,0, (null),XRImChainPosFront,212,
2019/08/27,12:25:16:126,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/27,12:25:16:125,POS,1050613, CLEAR,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0, (null),XRImChainPosFront,212,
2019/08/27,12:25:15:942,POS,1050613, PIB 180V MONITORING,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0,  - MPDU: 180V outside limits,poslayer.c,1137,
2019/08/27,12:25:15:942,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, - Repeatability issue on Plane Index=0xfc0,axis Id=9 name=TBL_LONG,Motion=497 mm or 1/10deg,motionMonitoring.c,550,
2019/08/27,12:25:15:921,POS,1050167, CLEAR,DO, GantryAxis, Motion stopped, Frt_2ND_LEVEL_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/27,12:25:15:897,POS,1050167, Front: FRT 2ND LEVEL BUMP,DO, GantryAxis, Motion stopped, Frt_2ND_LEVEL_BUMP,0,0,  - FRONTAL COLLISION SENSOR ACTIVATED. CLEAR AND TRY AGAIN (4AE6).,saf_safetytask.c,2069,
2019/08/27,12:25:15:887,POS,1050697, EMERGENCY BACKOUT POWER FAILURE,DO, Positioner Power, 0, Frt_Backout_power_or_cables,0,0,  - Emergency Backout Power Failure,poslayer.c,1073,
2019/08/27,12:25:15:877,POS,1050168, Front: FRT Detector BUMP,DO, GantryAxis, 0, Frt_II_BUMP,0,0,  - FRONTAL DETECTOR COLLISION (T:0x4A12 H:0x8 U:0x0000).,saf_safetytask.c,2206,
2019/08/27,12:25:15:867,POS,1050148, ERR MISCELLANEOUS,DO, PosUserInterface, 0, Frt_ERR_MISCELLANEOUS,0,0,   - ~The RACK is reset by task : SCHEDULER~~,lcmcchip.c,258,
2019/08/27,12:25:15:858,POS,1050148, ERR MISCELLANEOUS,DO, PosUserInterface, 0, Frt_ERR_MISCELLANEOUS,0,0,  - POS : CPU reset.,error_task.c,4011,
2019/08/27,12:25:15:855,POS,1050297, POS EVENT LOG,DO, 0, 0, Frt_Component(s)_Positioner_Event_logging,0,0, - Positioner CPU Boot Up (TT:2, ed3:0, tfd:1278 det:0.0.0),error_task.c,3997,
2019/08/27,06:42:52:552,RTA,3400037, User has requested shutdown or power failure has occured,IH, XRSysMgr, control, Operator_power_off,0,0, User has requested Shutdown.,XRPAtlasLogger.cpp,114,
2019/08/27,06:42:52:546,DL ,2810054, DL shutdown when PDU sends power off signal,AR, XRSubSysMgrDL, control, Operator,0,0,(null),Supervisor.cxx,1174,
2019/08/27,06:42:52:476,POS,1050148, ERR MISCELLANEOUS,DO, PosUserInterface, 0, Frt_ERR_MISCELLANEOUS,0,0,   - ~The RACK is reset by task : SCHEDULER~~,lcmcchip.c,258,
2019/08/27,06:42:52:466,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0,  - Repeatability is incremented : Reset on Table Plane,degraded_mode_task.c,2246,
2019/08/27,06:42:52:459,RTA,1000014, Front: SID lost,WR, XRImChainPos, control, Frt_Lift_AXIS_POT_ENCODER_FAILURE,0,0, SID out of range,XRPAtlasLogger.cpp,114,
2019/08/27,06:42:52:456,POS,1050748, ERR REPEATABILITY,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0,  - Repeatability is incremented : Reset on Frontal Plane,degraded_mode_task.c,2246,
2019/08/27,06:42:52:446,POS,1050297, POS EVENT LOG,DO, 0, 0, Frt_Component(s)_Positioner_Event_logging,0,0,  - Frontal/Lateral (ALL_RESET_LINE) rack has been resetted for a request from the table task,motion_control_task.c,6170,
2019/08/27,06:42:52:441,POS,1050278, CPU STEPPER BOARD SERIAL COM,DO, GantryAxis, Reset From Back Plane, Frt_Component(s)_Positioner_CPU_Table_Serial_communication,0,0,  - Stepping board Communication failure in runtime (Error TITAN 4AC1),table_geometry_task.c,1447,
2019/08/27,06:42:52:415,POS,1050171, VXWORKS ERR,DO, GantryCPU, 0, Frt_VXWORKS_ERR,0,0, - Reset Debug Step2: First char not received.Board #9, error counter 2 slot 3,lcsend.c,585,
2019/08/27,06:42:52:395,POS,1050171, VXWORKS ERR,DO, GantryCPU, 0, Frt_VXWORKS_ERR,0,0, - Reset Debug Step2: First char not received.Board #9, error counter 2 slot 0,lcsend.c,585,
2019/08/27,06:42:52:376,POS,1050273, PIB 48V MONITORING,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0,  - MPDU: 48V outside limits,poslayer.c,1111,
2019/08/27,06:42:52:345,POS,1050171, VXWORKS ERR,DO, GantryCPU, 0, Frt_VXWORKS_ERR,0,0, - Reset Debug Step2: First char not received.Board #9, error counter 1 slot 0,lcsend.c,585,
2019/08/27,06:42:52:315,POS,1050171, VXWORKS ERR,DO, GantryCPU, 0, Frt_VXWORKS_ERR,0,0, - Reset Debug Step2: First char not received.Board #9, error counter 1 slot 3,lcsend.c,585,
2019/08/27,06:42:52:306,POS,1050171, VXWORKS ERR,DO, GantryCPU, 0, Frt_VXWORKS_ERR,0,0, - Reset Debug Step2: First char not received.Board #9, error counter 0 slot 1,lcsend.c,585,
2019/08/27,06:42:52:176,RTA,2400113, CAN communication error,WR, XRPeriDevCtrl, physio signal, TSG0084-Physio_Module,0,0,[EcgManager::timerExpired] Physio Bd or Hubican Bd or CAN failure or Ph Bd not present or CAN cables (Physio to Hubican Module and Hubican Module to VCIM) cut, short: no sample received within last 100ms,XRPAtlasLogger.cpp,114,
2019/08/27,06:42:52:175,POS,1050081, PIB 24V KERNEL POWER,WR, PositionerPower, 0, Frt_PIB_24V_KERNEL_POWER,0,0,  - PIB: 24V kernel Failed,pib_task.c,3182,
2019/08/27,06:30:10:209,RTA,410011, CLEAR,WR, XRAppDir, control, FLUORO_UPS,0,0, (null),XRAppDir,212,
2019/08/27,06:29:51:034,RTA,410011,"ALARM (!! , 2.15) - Load on Inverter (OFF)",WR, XRAppDir, control, FLUORO_UPS,0,0, Battery loading,XRPAtlasLogger.cpp,114,
2019/08/27,06:29:41:012,POS,1050173, CLEAR,DO, GantryCPU, 0, Frt_INVALID_CMD,0,0, (null),XRImChainPosFront,212,
2019/08/27,06:29:40:996,POS,1050173, ARCNET INVALID CMD,DO, GantryCPU, 0, Frt_INVALID_CMD,0,0, - RECEIVED COMMAND FAILURE (T:0x0x4A00 H:9a U:0), Frontal Unknown Command.,Frontal_atlas_cmd_interpreter.c,1396,
2019/08/27,06:29:40:995,POS,1050748, CLEAR,DO, PosUserInterface, 0, Frt_ERR_REPEATABILITY,0,0, (null),XRImChainPosFront,212,
2019/08/27,06:29:40:957,POS,1050168, CLEAR,DO, GantryAxis, 0, Frt_II_BUMP,0,0, (null),XRImChainPosFront,212,
2019/08/27,06:29:40:902,POS,1050148, CLEAR,DO, PosUserInterface, 0, Frt_ERR_MISCELLANEOUS,0,0, (null),XRImChainPosFront,212,
2019/08/27,06:29:40:871,POS,1050613, CLEAR,WR, PositionerPower, Speed Degraded, Frt_Component(s)_Positioner_Martek,0,0, (null),XRImChainPosFront,212,
